image_id,image_path,category,style,material,brand,description,tags
47106cae-9eee-4147-bcd1-458f2f00fd3d,pants/47106cae-9eee-4147-bcd1-458f2f00fd3d.jpg,pants,casual,cotton,ModernEdge,"A comfortable pair of pants designed for everyday wear, featuring modern fit and style.","pants, trousers, bottoms, casual, apparel, versatile"
4cc4e673-fecd-4e4e-a7eb-f2efd39a5291,pants/4cc4e673-fecd-4e4e-a7eb-f2efd39a5291.jpg,pants,Casual,Denim,Street One,"A pair of light blue wash denim jeans, likely women's, featuring a classic five-pocket design, a front button and zipper closure, and belt loops. The jeans have a slightly faded appearance, suggesting a worn-in, casual style.","denim, jeans, pants, light blue, casual, everyday wear, five-pocket, slim fit, straight leg, women's apparel"
5081af53-6dd0-454b-be59-e9575b031f98,pants/5081af53-6dd0-454b-be59-e9575b031f98.jpg,pants,smart-casual,denim,FashionFinesse,"Stylish trousers perfect for casual and smart-casual occasions, with contemporary design.","pants, trousers, bottoms, casual, apparel, versatile"
511cbfa4-cc0c-416f-9e8b-c4e3fb16b9df,pants/511cbfa4-cc0c-416f-9e8b-c4e3fb16b9df.jpg,pants,wide leg,blend,EliteWear,"Stylish trousers perfect for casual and smart-casual occasions, with contemporary design.","pants, trousers, bottoms, casual, apparel, versatile"
522cf1b9-f25b-4e6f-81b4-787bbe1d28ce,pants/522cf1b9-f25b-4e6f-81b4-787bbe1d28ce.jpg,pants,smart-casual,denim,UrbanUptown,"Stylish trousers perfect for casual and smart-casual occasions, with contemporary design.","pants, trousers, bottoms, casual, apparel, versatile"
5795a645-45b8-423a-887a-f8af020fa08d,pants/5795a645-45b8-423a-887a-f8af020fa08d.jpg,pants,skinny,stretch,ChicCollection,Fashionable pants featuring current trends and comfortable fit for all-day wear.,"pants, trousers, bottoms, casual, apparel, versatile"
599975b1-cf40-4fd7-ba10-da037ec968d8,pants/599975b1-cf40-4fd7-ba10-da037ec968d8.jpg,pants,bootcut,linen,UrbanUniverse,A classic pair of pants that combines timeless style with modern fashion elements.,"pants, trousers, bottoms, casual, apparel, versatile"
645d58e5-b817-46de-9f9d-53880eeeba92,pants/645d58e5-b817-46de-9f9d-53880eeeba92.jpg,pants,straight leg,polyester,ChicCollection,Fashionable pants featuring current trends and comfortable fit for all-day wear.,"pants, trousers, bottoms, casual, apparel, versatile"
725f2fc9-230b-4bcb-807b-6a757cefdf37,pants/725f2fc9-230b-4bcb-807b-6a757cefdf37.jpg,pants,Casual,Denim,DC Custom Denim,"A pair of men's blue denim jeans with classic five-pocket styling, featuring natural fading, whiskering, and light distressing on the front pockets. They appear to be a straight or slim fit.","jeans, denim, blue jeans, casual, men's apparel, pants, bottoms, everyday wear"
738f5342-3cd6-4565-b6c9-be12d2bf311f,pants/738f5342-3cd6-4565-b6c9-be12d2bf311f.jpg,pants,slim fit,chino,UrbanThreads,"Stylish trousers perfect for casual and smart-casual occasions, with contemporary design.","pants, trousers, bottoms, casual, apparel, versatile"
7e4b6429-1db3-42d2-a114-18020dffded7,pants/7e4b6429-1db3-42d2-a114-18020dffded7.jpg,pants,wide leg,blend,DesignerDreams,A classic pair of pants that combines timeless style with modern fashion elements.,"pants, trousers, bottoms, casual, apparel, versatile"
7eb1dd4c-e663-468d-b8ec-fb2d277ad499,pants/7eb1dd4c-e663-468d-b8ec-fb2d277ad499.jpg,pants,Casual,Denim,FashionForward,"A pair of medium wash blue denim jeans with a button and zipper closure, featuring a classic five-pocket design and a slim to straight leg fit. They are ideal for everyday casual wear.","jeans, denim, blue jeans, casual, slim fit, straight leg, medium wash, pants, bottoms, apparel, everyday"
889779d4-3902-45f7-9187-8001a6cf2cfc,pants/889779d4-3902-45f7-9187-8001a6cf2cfc.jpg,pants,relaxed fit,canvas,American Eagle,"Stylish trousers perfect for casual and smart-casual occasions, with contemporary design.","pants, trousers, bottoms, casual, apparel, versatile"
8e276d05-4a6a-4373-a6d7-6506159ca257,pants/8e276d05-4a6a-4373-a6d7-6506159ca257.jpg,pants,straight leg,polyester,BoutiqueBrand,"A comfortable pair of pants designed for everyday wear, featuring modern fit and style.","pants, trousers, bottoms, casual, apparel, versatile"
8f5774e2-9db8-43bd-8b3c-d8623f385eaa,pants/8f5774e2-9db8-43bd-8b3c-d8623f385eaa.jpg,pants,casual,faux leather,FashionForward,"A pair of black, tight-fitting leggings or pants with a subtle sheen, giving them a faux leather appearance. They feature a wide, comfortable elastic waistband and a sleek, unpatterned design.","leggings, pants, black, faux leather, pleather, shiny, high-waisted, women's, fashion, casual, chic, stretch, comfortable"
92234206-9018-416d-b558-b96ce85bf4ff,pants/92234206-9018-416d-b558-b96ce85bf4ff.jpg,pants,Casual/Sporty,Soft fabric (likely fleece or jersey),TrendyThreads,"A pair of vibrant blue casual pants, possibly sweatpants or joggers, featuring an elastic waistband and elasticated cuffs at the ankles. Made from a soft, comfortable fabric.","blue, pants, casual, sporty, athletic, lounge, sweatpants, joggers, elastic waist, elastic cuffs, comfortable, bottoms, fleece"
923d98e5-ff69-4b81-a16a-3fd3571a9a4a,pants/923d98e5-ff69-4b81-a16a-3fd3571a9a4a.jpg,pants,casual,cotton,PremiumPieces,A versatile pair of pants that can be dressed up or down for different settings.,"pants, trousers, bottoms, casual, apparel, versatile"
93a6f341-bdd7-4feb-88b6-8de1512ba7df,pants/93a6f341-bdd7-4feb-88b6-8de1512ba7df.jpg,pants,casual,Synthetic blend,LuxeLabel,"Black casual pants featuring a white stripe running down the side of each leg. They have an elasticated waistband for comfort and a relaxed fit, suggesting a sporty or athleisure style.","casual, sporty, athleisure, black pants, white stripe, track pants, trousers, comfortable, elastic waist"
9583c21e-bdf2-4259-a041-f8f5d0eaba74,pants/9583c21e-bdf2-4259-a041-f8f5d0eaba74.jpg,pants,Casual/Sporty,Jersey knit,FashionFusion,"Dark blue, loose-fit casual or sporty pants, featuring a white stripe running down the outer side of the right leg.","Pants, Casual, Sporty, Dark Blue, Loose Fit, Track Pants, Lounge Wear, Striped, Athleisure"
95969af8-16d9-4865-a47a-a90dda060372,pants/95969af8-16d9-4865-a47a-a90dda060372.jpg,pants,Casual,Cotton blend,ChicCharm,"A pair of casual women's pants featuring a light beige or khaki base color adorned with a vibrant floral pattern. The pattern includes pink and lavender flowers with green leaves, giving them a fresh, spring/summer aesthetic. The pants appear to be a slim or straight-leg fit, suitable for everyday wear.","Pants, Trousers, Casual, Floral print, Spring, Summer, Women's fashion, Light beige, Khaki, Pink flowers, Purple flowers, Green leaves, Slim fit, Chinos, Botanical"
97074b7f-706a-4c17-b875-bd9baa5bed0e,pants/97074b7f-706a-4c17-b875-bd9baa5bed0e.jpg,pants,casual,cotton,StyleStudio,"Stylish trousers perfect for casual and smart-casual occasions, with contemporary design.","pants, trousers, bottoms, casual, apparel, versatile"
9b7cb036-7107-4b17-8c90-1bd82924997b,pants/9b7cb036-7107-4b17-8c90-1bd82924997b.jpg,pants,Casual,Denim,MILLA BEAR,"Dark blue denim jeans featuring a faded wash with lighter highlights on the thighs and seat, whiskering around the crotch, and subtle distressed details. They have unique ribbed panels on the upper thighs and a standard five-pocket design, secured with a button and zipper closure.","jeans, denim, dark blue, faded wash, distressed, whiskering, ribbed detail, casual wear, pants, milla bear"
a8a1f779-0234-4c3e-9afb-2d81102fe27f,pants/a8a1f779-0234-4c3e-9afb-2d81102fe27f.jpg,pants,tapered,corduroy,FashionFable,"A comfortable pair of pants designed for everyday wear, featuring modern fit and style.","pants, trousers, bottoms, casual, apparel, versatile"
b356cd0b-e8dc-4e1c-a820-e61d92388bc0,pants/b356cd0b-e8dc-4e1c-a820-e61d92388bc0.jpg,pants,classic,synthetic,StyleSaga,A versatile pair of pants that can be dressed up or down for different settings.,"pants, trousers, bottoms, casual, apparel, versatile"
bbb6d814-4f2e-4311-9d53-ff081cb0d5f6,pants/bbb6d814-4f2e-4311-9d53-ff081cb0d5f6.jpg,pants,wide leg,blend,UrbanUptown,"Stylish trousers perfect for casual and smart-casual occasions, with contemporary design.","pants, trousers, bottoms, casual, apparel, versatile"
be08b4a1-37cb-46c0-8287-b1d59c0b6aa6,pants/be08b4a1-37cb-46c0-8287-b1d59c0b6aa6.jpg,pants,Casual,Denim,ARITZIA,"A pair of blue denim jeans, likely men's or unisex, featuring a classic five-pocket design, a zip fly with button closure, and a straight-leg cut. The jeans show natural fading on the thighs and a light wash.","jeans, denim, pants, blue, casual, menswear, straight leg, faded, five-pocket"
c85ee6ca-1e04-4a64-b0b8-d01daaa4af1d,pants/c85ee6ca-1e04-4a64-b0b8-d01daaa4af1d.jpg,pants,Casual,Denim,BoutiqueBrand,"A pair of men's or women's casual denim jeans featuring a faded grayish-blue color, characteristic of an acid wash or stone wash finish. The jeans have standard five-pocket styling, front button and zipper closure, and visible stitching. They appear to be a straight or slim fit and are in used condition with some wear and a dark discoloration on the right thigh/knee area.","casual, jeans, denim, pants, acid wash, stone wash, faded, grey jeans, blue jeans, used, straight leg, distressed look"
cd23d1f5-2066-44e5-b2f2-77ab284320a5,pants/cd23d1f5-2066-44e5-b2f2-77ab284320a5.jpg,pants,Casual,Denim,ARITZIA,"The image features a pair of high-waisted black denim pants. They appear to have a straight or slightly tapered leg cut, with standard front pockets and a visible zipper fly. A small zipper detail is present on one of the front pockets, and a worn-looking patch is visible on the back waistband, suggesting a brand label, though it's unreadable. The fabric shows some signs of wear and fading, consistent with used denim.","Pants, Denim, Jeans, Black jeans, High-waisted, Casual wear, Used clothing, Straight leg, Zipper detail"
ce627dae-599a-4aa4-915d-0d5a32737292,pants/ce627dae-599a-4aa4-915d-0d5a32737292.jpg,pants,Casual,Chambray,THISISNEVERTHAT,"A pair of dark blue, relaxed-fit casual pants. They feature a wide elastic waistband with a drawstring and a single button closure, side slash pockets, and cuffed hems. The fabric appears soft and comfortable, resembling a lightweight denim or chambray.","Pants, Casual, Dark blue, Navy, Indigo, Relaxed fit, Drawstring waist, Elastic waistband, Cuffed hem, Side pockets, Denim-look, Comfortable, Bottom wear"
d0fcfc1e-b1ae-43c9-ac0b-c4f65467756e,pants/d0fcfc1e-b1ae-43c9-ac0b-c4f65467756e.jpg,pants,Casual,Denim,TrendyThreads,"A pair of dark blue denim jeans, laid flat on a light wood floor. They feature a standard five-pocket design with a button fly and show slight signs of wear typical for denim.","Jeans, Denim, Dark Blue, Casual, Pants, Bottoms, Apparel, Everyday Wear, Indigo"
dde58bb3-f90a-4830-84e1-6d27fe3c16bc,pants/dde58bb3-f90a-4830-84e1-6d27fe3c16bc.jpg,pants,casual,denim,ZARA,"A pair of medium-wash blue denim jogger-style pants, featuring an elasticated waistband with a visible drawstring and side pockets. The fabric shows some natural fading and creasing consistent with wear.","pants, jeans, denim, blue, joggers, casual, menswear, womenswear, bottoms, drawstring"
e2e01ea2-418c-4ce5-a638-4342f33094e3,pants/e2e01ea2-418c-4ce5-a638-4342f33094e3.jpg,pants,"Casual, Loungewear, Sporty",Cotton blend,COS,"A pair of light green sweatpants featuring an elastic waistband and ribbed ankle cuffs. The phrase ""In Love..."" is printed vertically in a script font on the lower outer right leg.","sweatpants, joggers, loungewear, casual, sporty, green, elastic waistband, ribbed cuffs, comfortable, text print, unisex"
e73115ee-f4ea-4bc7-be9a-7c030264f7d1,pants/e73115ee-f4ea-4bc7-be9a-7c030264f7d1.jpg,pants,skinny,stretch,ChicChoice,A versatile pair of pants that can be dressed up or down for different settings.,"pants, trousers, bottoms, casual, apparel, versatile"
e73c67c9-50cb-4e1e-82b1-1ff6e78b2846,pants/e73c67c9-50cb-4e1e-82b1-1ff6e78b2846.jpg,pants,"Casual to Smart-Casual, Slim-fit",Chino-like fabric,COS,"A pair of solid maroon (burgundy) colored slim-fit pants, likely made from a cotton blend fabric. They feature a zip fly with a button closure, standard front pockets, and belt loops, suggesting a versatile style suitable for casual or smart-casual occasions. A brand tag with 'SLIM' is visible on the waistband.","Pants, Trousers, Slim fit, Maroon, Burgundy, Red, Casual, Smart casual, Chinos, Cotton blend, Solid color, New with tags, Menswear, Womenswear"
facb2d9e-2e26-48dc-aefc-da385357ad99,pants/facb2d9e-2e26-48dc-aefc-da385357ad99.jpg,pants,formal,fabric blend,American Eagle,"A pair of black formal or business casual pants, possibly dress trousers, with a black leather belt. The pants appear to be in new or excellent condition with no visible wear.","black pants, dress pants, trousers, formal wear, business casual, belt, solid color, men's fashion, women's fashion, apparel"
