image_id,image_path,category,style,material,brand,description,tags
5d97eab8-e62b-49cf-b73e-7cec4951d9c2,shirt/5d97eab8-e62b-49cf-b73e-7cec4951d9c2.jpg,shirt,Casual,Cotton,Old Navy,"A long-sleeved casual shirt featuring a red and white gingham check pattern. It has a classic collar, a full button-up front, and two chest pockets with button flaps. The sleeves are rolled up slightly, giving it a relaxed look.","shirt, long sleeve, gingham, plaid, checkered, red, white, casual, button-up, collared, women's, old navy, two pockets"
6104b71c-017f-4631-95c9-6ff414091a7d,shirt/6104b71c-017f-4631-95c9-6ff414091a7d.jpg,shirt,"Casual, Utility",Twill,EliteEssence,"A dark olive green long-sleeved jacket or overshirt featuring a classic collar, front button closure, and multiple utility-style flap pockets on the chest and lower front. The fabric appears to be a cotton blend with a slightly worn finish, suitable for casual wear.","jacket, overshirt, casual, utility, military style, dark green, olive green, long sleeve, button closure, pockets, outerwear, khaki"
619655e3-2925-4ff3-94d6-f0e2d3f78b2f,shirt/619655e3-2925-4ff3-94d6-f0e2d3f78b2f.jpg,shirt,classic,jersey,BoutiqueBeauty,"A versatile shirt that can be dressed up or down, combining comfort and style.","shirt, top, casual, apparel, versatile, everyday wear"
66f2df55-c425-40ae-9932-fa929df752d3,shirt/66f2df55-c425-40ae-9932-fa929df752d3.jpg,shirt,Formal,Fabric,BOSS,"A light blue, long-sleeved, collared button-down shirt by the brand BOSS. It appears to be a classic formal or business casual dress shirt, neatly laid out and in good condition.","long-sleeve shirt, button-down, dress shirt, formal shirt, business casual, men's shirt, collared shirt, light blue, solid color, BOSS brand"
6791b759-a30d-40bb-84f2-ff32ce939988,shirt/6791b759-a30d-40bb-84f2-ff32ce939988.jpg,shirt,casual,cotton,LuxeLabel,"A stylish shirt perfect for casual and smart-casual occasions, featuring contemporary design.","shirt, top, casual, apparel, versatile, everyday wear"
6dd9f374-da25-4bc8-9bbf-39693da3a266,shirt/6dd9f374-da25-4bc8-9bbf-39693da3a266.jpg,shirt,button-down,oxford,BoutiqueBliss,"A stylish shirt perfect for casual and smart-casual occasions, featuring contemporary design.","shirt, top, casual, apparel, versatile, everyday wear"
832898d6-3ac7-472b-835b-4dd3e5843342,shirt/832898d6-3ac7-472b-835b-4dd3e5843342.jpg,shirt,Business Casual,Cotton,H&M,"A light blue and white fine vertical striped long-sleeve button-up shirt, laid flat on a light brown wooden surface. The shirt features a classic collar and full-length button placket.","shirt, button-up, long sleeve, striped, blue, white, collared, business casual, workwear, office wear, classic, smart casual"
a85064d6-0f5d-4fce-9e3a-d1b5902c6098,shirt/a85064d6-0f5d-4fce-9e3a-d1b5902c6098.jpg,shirt,flannel,polyester,UrbanUniverse,"A chic shirt designed for everyday wear, featuring current fashion trends.","shirt, top, casual, apparel, versatile, everyday wear"
a9fe576c-a408-4b3f-80de-d9cb04d36360,shirt/a9fe576c-a408-4b3f-80de-d9cb04d36360.jpg,shirt,Casual,Cotton,Tommy Hilfiger,"A men's long-sleeved, button-down Tommy Hilfiger shirt featuring a classic white base with thin blue vertical stripes. It has a button-down collar, buttoned cuffs, and a single chest pocket with the iconic Tommy Hilfiger flag logo.","Tommy Hilfiger, shirt, long sleeve, button-down, striped, vertical stripes, white, blue, casual, smart casual, men's fashion, collared shirt, pocket"
b09b92a8-4e52-4ac6-946b-6b8fbf83898f,shirt/b09b92a8-4e52-4ac6-946b-6b8fbf83898f.jpg,shirt,polo,flannel,TrendyThreads,A classic shirt that blends timeless design with contemporary fashion elements.,"shirt, top, casual, apparel, versatile, everyday wear"
c560e383-7599-4112-b2d3-482c38aa51e3,shirt/c560e383-7599-4112-b2d3-482c38aa51e3.jpg,shirt,Casual,Cotton blend,UrbanElite,"A short-sleeved, collared white button-up shirt featuring a blue and grey plaid pattern. The shirt is laid flat on a patterned rug with floral and geometric designs.","shirt, short sleeve, button-up, collared shirt, plaid, checkered, white shirt, casual wear, men's fashion, summer shirt, lightweight"
c98e8dd6-3fd0-415c-a124-fe6aa1955b74,shirt/c98e8dd6-3fd0-415c-a124-fe6aa1955b74.jpg,shirt,flannel,polyester,StyleStatement,A classic shirt that blends timeless design with contemporary fashion elements.,"shirt, top, casual, apparel, versatile, everyday wear"
cad0e833-619e-4517-91ce-938497622c12,shirt/cad0e833-619e-4517-91ce-938497622c12.jpg,shirt,casual,cotton,StyleSaga,"A chic shirt designed for everyday wear, featuring current fashion trends.","shirt, top, casual, apparel, versatile, everyday wear"
e3f59ab5-daa0-4acf-a114-c6fae6afef56,shirt/e3f59ab5-daa0-4acf-a114-c6fae6afef56.jpg,shirt,Casual,Cotton blend,LuxeLabel,"A white short-sleeved collared casual shirt featuring a prominent 'DOCK ISLAND' graphic print across the front, with additional design elements on the sleeves. The print includes text, circular motifs, and abstract brush strokes in shades of blue, grey, and yellow/orange.","white shirt, casual shirt, short-sleeve, collared shirt, graphic print, men's fashion, DOCK ISLAND, summer wear"
e7ec7ab5-494f-417c-a0ce-c7bbef93d745,shirt/e7ec7ab5-494f-417c-a0ce-c7bbef93d745.jpg,shirt,henley,rayon,FashionFiesta,"A fashionable shirt with modern styling, suitable for various everyday settings.","shirt, top, casual, apparel, versatile, everyday wear"
ea0cfac2-165d-45ab-a87d-b34b7b1bdf87,shirt/ea0cfac2-165d-45ab-a87d-b34b7b1bdf87.jpg,shirt,Casual,Cotton blend,Mahagrid,"A casual short-sleeved button-up shirt featuring a beige, off-white, and grey plaid and striped pattern, laid flat on a magenta surface. The shirt has a classic collar and a single chest pocket on the left side.","shirt, button-up, short sleeve, plaid, striped, casual, beige, off-white, grey, collared, summer wear, cotton blend, men's shirt, unisex"
ee23222a-f46f-4044-abb2-0a5d1795da36,shirt/ee23222a-f46f-4044-abb2-0a5d1795da36.jpg,shirt,henley,rayon,ChicCharm,A classic shirt that blends timeless design with contemporary fashion elements.,"shirt, top, casual, apparel, versatile, everyday wear"
eff90bf7-9cfc-48f2-ad96-d4638e336da1,shirt/eff90bf7-9cfc-48f2-ad96-d4638e336da1.jpg,shirt,Casual,"Polyester, rayon",Mahagrid,"A long-sleeved button-up shirt featuring a classic collar and an all-over black and white leopard print. The fabric appears light and flowing, suitable for a casual or smart-casual look.","shirt, blouse, long sleeve, button-up, collared, leopard print, animal print, black and white, patterned, womenswear, casual, smart casual"
f6b3d8e8-af0b-4cdd-b821-6df326152dbf,shirt/f6b3d8e8-af0b-4cdd-b821-6df326152dbf.jpg,shirt,Formal / Business Casual,Cotton blend,Cider,"A long-sleeved button-up shirt featuring a light grey body with very subtle vertical stripes. It has a contrasting purple/lavender inner collar and cuff lining, giving it a distinctive formal or business casual look. The shirt is laid flat, showcasing its design and details.","shirt, long sleeve, button-up, mens shirt, formal shirt, business casual, grey shirt, purple accent, contrast collar, contrast cuff, striped"
