image_id,image_path,category,style,material,brand,description,tags
456578a1-8a2e-4906-85a4-c93ceef8c108,shorts/456578a1-8a2e-4906-85a4-c93ceef8c108.jpg,shorts,"Sporty, Casual",Cotton blend,Adidas,"A pair of maroon Adidas athletic shorts, featuring the white Adidas Trefoil logo and text on the right leg. They have an elastic waistband and side pockets, suggesting a comfortable, relaxed fit ideal for sports or casual wear. The material appears to be a soft fleece or cotton blend.","shorts, athletic shorts, sweatshorts, maroon shorts, Adidas, sportswear, casual wear, men's fashion, women's fashion, unisex, comfort, elastic waist, pockets, trefoil logo"
6505e289-1236-4675-8430-ebcc52fe4ca6,shorts/6505e289-1236-4675-8430-ebcc52fe4ca6.jpg,shorts,chino,chino,PremiumPieces,A comfortable pair of shorts perfect for warm weather and casual occasions.,"shorts, bottoms, casual, summer, apparel, comfortable"
671603f9-b503-4d14-a389-3c46ff8bf163,shorts/671603f9-b503-4d14-a389-3c46ff8bf163.jpg,shorts,Casual,Denim,RABN,"A pair of dark blue denim shorts featuring a classic five-pocket design, cuffed hems, and a branded button closure. The shorts have belt loops and a small red patch with the brand name 'RABN' on the back waistband. They show some natural fading and whiskering.","denim shorts, blue shorts, casual shorts, cuffed shorts, knee-length shorts, used clothing, denim, bottoms, RABN, five-pocket"
6b825ceb-4d84-4fa2-8953-af936b3233ac,shorts/6b825ceb-4d84-4fa2-8953-af936b3233ac.jpg,shorts,Sporty / Casual,"Polyester, quick-drying",Element,A pair of dark grey or black Element brand board shorts featuring bold red stripes and a grey and red graphic logo on the right leg. The shorts have a drawstring waist and a cargo-style pocket on the left leg with silver eyelets.,"Board shorts, Swim shorts, Men's shorts, Sporty, Casual, Beachwear, Summer, Element, Graphic print, Dark grey, Black, Red, Activewear, Surfwear"
73074cee-871e-4b79-8b25-197bb404e7d3,shorts/73074cee-871e-4b79-8b25-197bb404e7d3.jpg,shorts,Sporty / Casual,Synthetic blend,DesignerDynamo,"A pair of black board shorts or swim shorts featuring a vibrant and repetitive grey arrow pattern. Some of the arrows are highlighted in bright yellow, blue, and green, adding a playful, colorful accent to the design. The shorts appear to be in good used condition.","Shorts, Board Shorts, Swim Shorts, Graphic Print, Arrow Pattern, Geometric, Multicolor, Sportswear, Beachwear, Casual, Men's"
73d0010c-e5f1-49aa-bc8d-222002cdb5b6,shorts/73d0010c-e5f1-49aa-bc8d-222002cdb5b6.jpg,shorts,Casual,Denim,Zara Basic,"A pair of dark blue denim shorts from Zara Basic, featuring a five-pocket design and cuffed, slightly distressed hems. The shorts appear to be a high-waisted style.","denim shorts, blue shorts, casual, high waisted, rolled hem, cuffed shorts, Zara, womens shorts, summer fashion, everyday wear, distressed hem"
8a763700-8a1a-4396-947d-d1264e2005ee,shorts/8a763700-8a1a-4396-947d-d1264e2005ee.jpg,shorts,denim,blend,BoutiqueBliss,A comfortable pair of shorts perfect for warm weather and casual occasions.,"shorts, bottoms, casual, summer, apparel, comfortable"
9de18803-34d3-4737-b958-075a1ffadbc1,shorts/9de18803-34d3-4737-b958-075a1ffadbc1.jpg,shorts,casual,denim,Artisan Jeans,"A pair of high-waisted light blue denim shorts with a faded wash. They feature a single brass-colored button closure detail on the left side of the waistband and a classic five-pocket style silhouette, though the pockets are not explicitly visible in detail, the overall cut suggests it. The fabric shows natural wear and slight fading.","shorts, denim, high-waisted, light blue, faded, casual, women's apparel, bottoms, summer fashion, jean shorts, button detail"
a5fa97cf-e45e-4a14-a001-93276576a58d,shorts/a5fa97cf-e45e-4a14-a001-93276576a58d.jpg,shorts,Casual,Cotton blend,TrendSet,A pair of casual black and white gingham checkered shorts featuring a solid black elastic waistband and two side pockets. The shorts have a relaxed fit and hemmed edges.,"shorts, casualwear, gingham, checkered, plaid, black and white, relaxed fit, summer fashion, comfort shorts"
c6689216-f1cf-4b72-9711-c9c81ee31618,shorts/c6689216-f1cf-4b72-9711-c9c81ee31618.jpg,shorts,casual,denim,Zara,"A pair of medium blue denim shorts from Zara Man, featuring a classic five-pocket style and a black leather-look belt with a silver-tone buckle. The shorts have a faded wash, giving them a casual and worn-in look. The belt is threaded through the belt loops, with a subtle logo detail on the belt itself. The overall appearance suggests a comfortable and versatile casual garment.","denim shorts, blue shorts, men's shorts, Zara Man, casual wear, summer fashion, belted shorts, five-pocket, distressed look, fashion, clothing"
e55c3d9f-81f8-4e0c-9882-3a747ed4c676,shorts/e55c3d9f-81f8-4e0c-9882-3a747ed4c676.jpg,shorts,Sporty / Casual,Cotton blend knit fabric (heathered/marled),GU,"A pair of comfortable dark grey heathered athletic or casual shorts with an elastic waistband and side pockets. The fabric has a marled texture, typical of activewear or loungewear.","shorts, athletic, casual, loungewear, sportswear, grey, heathered, marled, pockets, elastic waistband, comfortable, men's (common style)"
f051ba41-a8e9-4898-b430-f75d8578041e,shorts/f051ba41-a8e9-4898-b430-f75d8578041e.jpg,shorts,Sporty,Mesh polyester,COS,"A pair of bright red mesh athletic shorts, likely made from a breathable polyester material, featuring an elastic waistband. The shorts are designed for comfort and activity.","shorts, red, athletic, sporty, mesh, activewear, casual, gym, workout, bottoms"
f31fd334-0aef-4c15-aba0-92aa541013b2,shorts/f31fd334-0aef-4c15-aba0-92aa541013b2.jpg,shorts,Casual,Textile (likely cotton or a blend),DesignerDreams,"A pair of casual plaid cargo shorts for men or boys, featuring a navy blue and white/grey checkered pattern. The shorts have multiple pockets, including standard front pockets, zippered pockets on the side seams, and flap closure cargo pockets on the legs.","shorts, plaid, checkered, cargo, casual, men's shorts, boy's shorts, summer wear, pockets, navy blue, grey, white, leisure wear"
f53c2e58-848e-4185-98f8-e0bb416f1d42,shorts/f53c2e58-848e-4185-98f8-e0bb416f1d42.jpg,shorts,relaxed fit,athletic fabric,EliteWear,"Stylish shorts featuring contemporary design, ideal for everyday casual wear.","shorts, bottoms, casual, summer, apparel, comfortable"
fa8d1daa-7813-4f98-a944-915418385ee9,shorts/fa8d1daa-7813-4f98-a944-915418385ee9.jpg,shorts,Casual,Textile,FS,"A pair of casual boys' shorts featuring a green, brown, and grey camouflage pattern. The shorts have an elastic waistband with a black drawstring that reads 'ORIGINAL' repeatedly. There's a small black patch on the right leg with a red star and 'fs' written in white.","shorts, boys shorts, camouflage, camo, casual, elastic waist, drawstring, textile, summer wear, kids fashion, military print"
